id_student,highest_education,disability,final_result
92993,Lower Than A Level,N,completed
94616,Lower Than A Level,N,not completed
96291,Lower Than A Level,N,not completed
97154,A Level or Equivalent,N,completed
98313,HE Qualification,N,completed
102849,A Level or Equivalent,N,not completed
104054,Lower Than A Level,N,completed
108377,Lower Than A Level,Y,completed
108589,A Level or Equivalent,N,completed
109938,HE Qualification,N,completed
110881,A Level or Equivalent,N,completed
116603,HE Qualification,N,completed
117071,A Level or Equivalent,N,not completed
120994,Lower Than A Level,Y,not completed
122524,Lower Than A Level,N,not completed
123379,A Level or Equivalent,N,not completed
123860,A Level or Equivalent,Y,completed
126322,A Level or Equivalent,N,completed
126411,Lower Than A Level,Y,not completed
127209,A Level or Equivalent,Y,not completed
128776,Lower Than A Level,N,not completed
133155,HE Qualification,N,completed
133531,Lower Than A Level,N,not completed
133748,Lower Than A Level,N,not completed
141823,A Level or Equivalent,N,not completed
142324,Lower Than A Level,N,not completed
143741,A Level or Equivalent,Y,completed
143854,Lower Than A Level,N,not completed
145544,A Level or Equivalent,N,completed
147876,A Level or Equivalent,N,not completed
151697,A Level or Equivalent,Y,completed
152153,Lower Than A Level,N,not completed
152910,A Level or Equivalent,N,completed
152929,Lower Than A Level,N,completed
153212,Lower Than A Level,N,completed
153704,Lower Than A Level,N,not completed
154027,Lower Than A Level,N,completed
154125,A Level or Equivalent,N,not completed
154540,HE Qualification,N,completed
155735,Lower Than A Level,N,not completed
156835,A Level or Equivalent,N,completed
161678,Lower Than A Level,N,not completed
165243,A Level or Equivalent,N,completed
169515,A Level or Equivalent,N,not completed
170356,Lower Than A Level,N,not completed
171377,Lower Than A Level,N,not completed
173316,A Level or Equivalent,N,not completed
173335,Lower Than A Level,N,not completed
174321,A Level or Equivalent,N,not completed
177639,Lower Than A Level,N,not completed
179605,A Level or Equivalent,N,not completed
182824,Lower Than A Level,N,completed
183806,A Level or Equivalent,Y,not completed
185240,Lower Than A Level,N,not completed
185349,Lower Than A Level,N,completed
186670,HE Qualification,N,not completed
186780,A Level or Equivalent,Y,not completed
186988,Lower Than A Level,N,not completed
187793,Lower Than A Level,Y,not completed
188152,Lower Than A Level,N,completed
192424,A Level or Equivalent,N,completed
193822,Lower Than A Level,Y,completed
197595,HE Qualification,N,completed
198956,Lower Than A Level,N,completed
199520,HE Qualification,N,completed
200863,A Level or Equivalent,N,not completed
200905,HE Qualification,N,not completed
203108,A Level or Equivalent,N,not completed
203481,Lower Than A Level,N,completed
203652,A Level or Equivalent,Y,not completed
204746,A Level or Equivalent,N,completed
205231,Lower Than A Level,N,not completed
226374,A Level or Equivalent,N,not completed
226827,A Level or Equivalent,N,completed
228049,Lower Than A Level,N,not completed
228235,A Level or Equivalent,N,not completed
229240,A Level or Equivalent,N,completed
229426,Lower Than A Level,N,completed
230348,A Level or Equivalent,N,not completed
232600,Lower Than A Level,N,not completed
232695,Lower Than A Level,N,completed
232745,Lower Than A Level,Y,not completed
235097,Lower Than A Level,Y,not completed
237304,A Level or Equivalent,N,not completed
237913,A Level or Equivalent,N,not completed
242149,Lower Than A Level,N,not completed
245404,Lower Than A Level,N,not completed
247267,Lower Than A Level,N,not completed
248103,A Level or Equivalent,N,completed
249534,A Level or Equivalent,N,completed
251351,Lower Than A Level,N,completed
252340,A Level or Equivalent,Y,not completed
252652,A Level or Equivalent,N,not completed
253250,A Level or Equivalent,N,not completed
255347,Lower Than A Level,N,completed
255998,Lower Than A Level,N,completed
256215,Lower Than A Level,Y,not completed
258402,A Level or Equivalent,N,not completed
259182,Lower Than A Level,N,not completed
262294,Lower Than A Level,Y,not completed
262454,A Level or Equivalent,Y,not completed
262741,A Level or Equivalent,N,completed
263499,Lower Than A Level,N,completed
263531,Lower Than A Level,N,not completed
265405,Lower Than A Level,N,not completed
265958,Lower Than A Level,N,not completed
267761,A Level or Equivalent,N,completed
267853,Lower Than A Level,N,not completed
269076,Lower Than A Level,N,not completed
269289,A Level or Equivalent,N,not completed
270399,Lower Than A Level,N,not completed
270567,A Level or Equivalent,N,completed
271036,Lower Than A Level,N,completed
272580,Lower Than A Level,N,completed
273731,A Level or Equivalent,N,completed
273877,Lower Than A Level,N,not completed
276717,A Level or Equivalent,N,completed
277733,HE Qualification,Y,completed
278447,A Level or Equivalent,N,completed
280962,A Level or Equivalent,N,not completed
281564,Lower Than A Level,N,completed
284076,A Level or Equivalent,N,completed
285633,HE Qualification,Y,not completed
285912,HE Qualification,N,completed
288380,Lower Than A Level,Y,not completed
288990,HE Qualification,N,not completed
290550,A Level or Equivalent,N,completed
291037,Lower Than A Level,N,completed
291194,Lower Than A Level,N,completed
291701,Lower Than A Level,N,not completed
292027,Lower Than A Level,N,not completed
294381,Lower Than A Level,N,not completed
294961,A Level or Equivalent,N,completed
294999,A Level or Equivalent,N,not completed
295754,A Level or Equivalent,N,completed
296408,A Level or Equivalent,Y,not completed
297484,A Level or Equivalent,N,completed
298322,HE Qualification,N,completed
298476,A Level or Equivalent,N,completed
299561,A Level or Equivalent,Y,not completed
302550,Lower Than A Level,N,not completed
305945,A Level or Equivalent,N,not completed
306886,Lower Than A Level,N,completed
306984,Lower Than A Level,N,not completed
309175,Lower Than A Level,N,completed
309709,Lower Than A Level,N,completed
309734,Lower Than A Level,N,completed
311042,Lower Than A Level,N,not completed
312141,Lower Than A Level,N,not completed
313810,A Level or Equivalent,N,completed
315186,A Level or Equivalent,N,completed
316841,A Level or Equivalent,N,completed
318056,A Level or Equivalent,N,completed
318101,Lower Than A Level,N,not completed
319209,Post Graduate Qualification,N,completed
322745,A Level or Equivalent,N,not completed
322960,Lower Than A Level,N,not completed
323914,A Level or Equivalent,N,not completed
324236,Lower Than A Level,N,not completed
325511,A Level or Equivalent,N,completed
325879,Lower Than A Level,N,completed
326012,A Level or Equivalent,N,not completed
329226,HE Qualification,N,completed
329321,Lower Than A Level,N,not completed
329800,A Level or Equivalent,N,completed
330376,Lower Than A Level,N,not completed
331354,A Level or Equivalent,N,completed
331844,A Level or Equivalent,N,completed
333129,Lower Than A Level,N,not completed
333837,Lower Than A Level,N,not completed
334291,Lower Than A Level,N,not completed
334794,Lower Than A Level,N,not completed
335421,A Level or Equivalent,N,not completed
335600,Lower Than A Level,N,not completed
335910,A Level or Equivalent,N,not completed
336165,Lower Than A Level,N,not completed
338056,Lower Than A Level,N,completed
338861,A Level or Equivalent,N,not completed
338912,A Level or Equivalent,N,not completed
339379,A Level or Equivalent,N,completed
339526,Lower Than A Level,N,not completed
339946,HE Qualification,N,not completed
340378,Lower Than A Level,N,not completed
340831,A Level or Equivalent,N,not completed
341040,HE Qualification,N,not completed
341229,Lower Than A Level,Y,not completed
341235,Lower Than A Level,N,not completed
341509,A Level or Equivalent,Y,completed
349040,HE Qualification,N,not completed
349424,A Level or Equivalent,N,not completed
350622,Lower Than A Level,N,not completed
350795,Lower Than A Level,N,not completed
351271,HE Qualification,N,completed
351290,Lower Than A Level,N,completed
351543,Lower Than A Level,N,not completed
352161,Lower Than A Level,N,not completed
352364,A Level or Equivalent,N,completed
353093,Lower Than A Level,N,completed
353352,Lower Than A Level,N,not completed
353918,Lower Than A Level,N,not completed
354058,Lower Than A Level,N,not completed
354815,Lower Than A Level,N,not completed
354895,Lower Than A Level,N,not completed
355369,A Level or Equivalent,N,not completed
355998,A Level or Equivalent,N,not completed
357030,Lower Than A Level,N,not completed
357038,HE Qualification,N,not completed
357928,A Level or Equivalent,N,not completed
359170,A Level or Equivalent,N,not completed
360188,Lower Than A Level,N,completed
360489,A Level or Equivalent,Y,not completed
360877,HE Qualification,N,completed
361603,A Level or Equivalent,N,completed
362760,A Level or Equivalent,N,not completed
362877,Lower Than A Level,N,not completed
363401,Lower Than A Level,N,not completed
363416,Lower Than A Level,N,completed
363660,A Level or Equivalent,N,completed
364323,HE Qualification,N,not completed
365439,HE Qualification,N,not completed
365452,Lower Than A Level,Y,completed
365488,A Level or Equivalent,N,not completed
365707,A Level or Equivalent,N,completed
366821,Lower Than A Level,N,not completed
367304,A Level or Equivalent,N,not completed
367348,Lower Than A Level,N,not completed
367609,Lower Than A Level,N,completed
368439,Lower Than A Level,N,not completed
369212,A Level or Equivalent,N,not completed
370302,Lower Than A Level,N,not completed
370720,Lower Than A Level,N,not completed
371679,Lower Than A Level,N,completed
372624,Lower Than A Level,Y,not completed
374102,Lower Than A Level,Y,not completed
374234,HE Qualification,N,completed
375312,Lower Than A Level,N,not completed
376617,Lower Than A Level,N,completed
377695,A Level or Equivalent,N,not completed
377759,A Level or Equivalent,Y,completed
377846,Lower Than A Level,N,completed
377905,Lower Than A Level,N,not completed
378462,A Level or Equivalent,N,completed
378543,HE Qualification,N,completed
378721,Lower Than A Level,N,not completed
379402,A Level or Equivalent,N,not completed
379405,A Level or Equivalent,N,not completed
380151,A Level or Equivalent,Y,not completed
381640,HE Qualification,N,not completed
381722,A Level or Equivalent,N,not completed
383828,HE Qualification,N,not completed
384678,HE Qualification,N,not completed
384909,A Level or Equivalent,N,not completed
385034,A Level or Equivalent,N,not completed
386348,Lower Than A Level,Y,completed
386957,Lower Than A Level,N,not completed
387276,Lower Than A Level,N,not completed
387702,A Level or Equivalent,N,not completed
388014,A Level or Equivalent,N,not completed
388205,A Level or Equivalent,N,not completed
388360,A Level or Equivalent,N,not completed
388410,Lower Than A Level,N,not completed
388484,Lower Than A Level,N,not completed
389369,A Level or Equivalent,N,completed
390220,Lower Than A Level,N,completed
390442,A Level or Equivalent,Y,completed
390461,HE Qualification,N,not completed
392213,Lower Than A Level,N,completed
392281,A Level or Equivalent,N,not completed
392428,HE Qualification,N,completed
392614,A Level or Equivalent,N,not completed
393327,A Level or Equivalent,Y,not completed
394956,A Level or Equivalent,N,not completed
395107,Lower Than A Level,N,not completed
395229,Lower Than A Level,Y,not completed
397118,Lower Than A Level,N,completed
397763,Lower Than A Level,Y,not completed
398084,Lower Than A Level,N,completed
398949,A Level or Equivalent,N,not completed
398965,A Level or Equivalent,Y,not completed
399108,A Level or Equivalent,N,not completed
399792,HE Qualification,Y,not completed
400049,A Level or Equivalent,N,not completed
400469,A Level or Equivalent,N,completed
400474,A Level or Equivalent,N,completed
400718,HE Qualification,N,not completed
400894,A Level or Equivalent,N,completed
401339,A Level or Equivalent,N,completed
401349,A Level or Equivalent,N,completed
